hospital,score,top_keywords,n_review,keyword_coverage,keyword_freq,keyword_matched
월곡한의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 6, '자세한 설명': 4, '청결': 4}","['친절', '자세한 설명', '청결']"
편한내일마취통증의학과의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 78, '자세한 설명': 78, '대기시간': 33}","['친절', '자세한 설명', '대기시간']"
김희균치과의원,-1.5,"자세한 설명,비쌈,대기시간",1,1.0,"{'자세한 설명': 34, '비쌈': 10, '대기시간': 4}","['자세한 설명', '비쌈', '대기시간']"
편안한경희한의원,-1.5,"대기시간,비쌈,친절",1,1.0,"{'대기시간': 3, '비쌈': 2, '친절': 7}","['대기시간', '비쌈', '친절']"
튼튼소아과의원,-1.5,"대기시간,자세한 설명,과잉진료",1,1.0,"{'대기시간': 8, '자세한 설명': 12, '과잉진료': 2}","['대기시간', '자세한 설명', '과잉진료']"
튼튼마디한의원,-1.5,"친절,대기시간,청결",1,1.0,"{'친절': 3, '대기시간': 1, '청결': 1}","['친절', '대기시간', '청결']"
월계현대치과의원,-1.5,"대기시간,과잉진료,자세한 설명",1,1.0,"{'대기시간': 2, '과잉진료': 1, '자세한 설명': 1}","['대기시간', '과잉진료', '자세한 설명']"
월계내과의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 5, '자세한 설명': 7, '대기시간': 3}","['친절', '자세한 설명', '대기시간']"
웃는이치과의원,-1.5,"자세한 설명,대기시간,청결",1,1.0,"{'자세한 설명': 26, '대기시간': 4, '청결': 14}","['자세한 설명', '대기시간', '청결']"
웃는아이치과의원,-1.5,"자세한 설명,대기시간,친절",1,1.0,"{'자세한 설명': 1, '대기시간': 2, '친절': 1}","['자세한 설명', '대기시간', '친절']"
서울예담치과,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 15, '자세한 설명': 11, '대기시간': 2}","['친절', '자세한 설명', '대기시간']"
서울연합의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 2, '자세한 설명': 1, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
서울에이스치과의원,-1.5,"자세한 설명,대기시간,과잉진료",1,1.0,"{'자세한 설명': 14, '대기시간': 4, '과잉진료': 6}","['자세한 설명', '대기시간', '과잉진료']"
서울아트치과의원,-1.5,"친절,자세한 설명,과잉진료",1,1.0,"{'친절': 5, '자세한 설명': 6, '과잉진료': 1}","['친절', '자세한 설명', '과잉진료']"
참사랑의원,-1.5,친절,1,1.0,{'친절': 4},['친절']
참경희한의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 6, '자세한 설명': 4, '대기시간': 2}","['친절', '자세한 설명', '대기시간']"
차한의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 8, '자세한 설명': 8, '청결': 4}","['친절', '자세한 설명', '청결']"
더서울치과의원,-1.5,"비쌈,자세한 설명,대기시간",1,1.0,"{'비쌈': 8, '자세한 설명': 36, '대기시간': 6}","['비쌈', '자세한 설명', '대기시간']"
더블유치과의원,-1.5,"친절,대기시간,청결",1,1.0,"{'친절': 8, '대기시간': 2, '청결': 3}","['친절', '대기시간', '청결']"
사랑담은치과의원,-1.5,"자세한 설명,청결,친절",1,1.0,"{'자세한 설명': 16, '청결': 22, '친절': 32}","['자세한 설명', '청결', '친절']"
비타민한의원,-1.5,"대기시간,자세한 설명,친절",1,1.0,"{'대기시간': 2, '자세한 설명': 3, '친절': 7}","['대기시간', '자세한 설명', '친절']"
비타민가정의원,-1.5,"친절,자세한 설명,신속",1,1.0,"{'친절': 6, '자세한 설명': 2, '신속': 4}","['친절', '자세한 설명', '신속']"
이태희가정의학과의원,-1.5,"대기시간,추천,친절",1,1.0,"{'대기시간': 12, '추천': 4, '친절': 24}","['대기시간', '추천', '친절']"
이태형한의원,-1.5,"친절,대기시간,자세한 설명",3,1.0,"{'친절': 9, '대기시간': 3, '자세한 설명': 2}","['친절', '대기시간', '자세한 설명']"
이철환치과의원,-1.5,"과잉진료,친절,자세한 설명",1,1.0,"{'과잉진료': 6, '친절': 6, '자세한 설명': 4}","['과잉진료', '친절', '자세한 설명']"
이종호비뇨기과의원,-1.5,"자세한 설명,대기시간,비쌈",1,0.6666666666666666,"{'자세한 설명': 4, '대기시간': 1, '비쌈': 0}","['자세한 설명', '대기시간']"
서울아인치과의원,-1.5,"자세한 설명,대기시간,비쌈",1,1.0,"{'자세한 설명': 8, '대기시간': 5, '비쌈': 7}","['자세한 설명', '대기시간', '비쌈']"
서울아르떼치과의원,-1.5,"과잉진료,청결,친절",1,1.0,"{'과잉진료': 4, '청결': 6, '친절': 4}","['과잉진료', '청결', '친절']"
서울제이내과의원,-1.5,"친절,자세한 설명,대기시간",1,0.6666666666666666,"{'친절': 18, '자세한 설명': 20, '대기시간': 0}","['친절', '자세한 설명']"
서울이편한치과의원,-1.5,"친절,자세한 설명,비쌈",3,1.0,"{'친절': 6, '자세한 설명': 7, '비쌈': 5}","['친절', '자세한 설명', '비쌈']"
우성연합의원,-1.5,"과잉진료,친절,자세한 설명",1,1.0,"{'과잉진료': 5, '친절': 40, '자세한 설명': 25}","['과잉진료', '친절', '자세한 설명']"
우리이비인후과의원,-1.5,"자세한 설명,친절,과잉진료",1,0.6666666666666666,"{'자세한 설명': 2, '친절': 2, '과잉진료': 0}","['자세한 설명', '친절']"
우리봄소아청소년과의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 4, '친절': 6, '자세한 설명': 10}","['대기시간', '친절', '자세한 설명']"
김종섭한의원,-1.5,"친절,자세한 설명,과잉진료",1,1.0,"{'친절': 9, '자세한 설명': 3, '과잉진료': 2}","['친절', '자세한 설명', '과잉진료']"
김재면내과의원,-1.5,"친절,자세한 설명,대기시간",5,1.0,"{'친절': 17, '자세한 설명': 13, '대기시간': 14}","['친절', '자세한 설명', '대기시간']"
김장욱가정의학과의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 4, '자세한 설명': 2, '청결': 2}","['친절', '자세한 설명', '청결']"
덕생당한의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 46, '자세한 설명': 28, '대기시간': 16}","['친절', '자세한 설명', '대기시간']"
더조은내과의원,-1.5,"친절,시설",1,1.0,"{'친절': 1, '시설': 1}","['친절', '시설']"
이홍석한의원,-1.5,"친절,자세한 설명,대기시간",1,0.3333333333333333,"{'친절': 2, '자세한 설명': 0, '대기시간': 0}",['친절']
봉사당한의원,-1.5,"과잉진료,친절,자세한 설명",1,1.0,"{'과잉진료': 2, '친절': 10, '자세한 설명': 6}","['과잉진료', '친절', '자세한 설명']"
백두산한의원,-1.5,"친절,자세한 설명,대기시간",5,1.0,"{'친절': 7, '자세한 설명': 2, '대기시간': 3}","['친절', '자세한 설명', '대기시간']"
사암늘쾌차한의원,-1.5,"친절,청결,시설",1,1.0,"{'친절': 40, '청결': 26, '시설': 4}","['친절', '청결', '시설']"
참좋은경희한의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 12, '자세한 설명': 2, '청결': 2}","['친절', '자세한 설명', '청결']"
김이비인후과의원,-1.5,"친절,시설,추천",5,1.0,"{'친절': 2, '시설': 1, '추천': 1}","['친절', '시설', '추천']"
김영호외과의원,-1.5,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 6, '친절': 4, '청결': 2}","['자세한 설명', '친절', '청결']"
피터팬치과의원,-1.5,"친절,불친절,자세한 설명",1,0.6666666666666666,"{'친절': 1, '불친절': 0, '자세한 설명': 2}","['친절', '자세한 설명']"
프라임치과의원,-1.5,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 16, '친절': 6, '청결': 4}","['자세한 설명', '친절', '청결']"
우리가정의학과의원,-1.5,"자세한 설명,대기시간,친절",1,1.0,"{'자세한 설명': 22, '대기시간': 4, '친절': 34}","['자세한 설명', '대기시간', '친절']"
온치과의원,-1.5,"자세한 설명,친절,대기시간",1,1.0,"{'자세한 설명': 16, '친절': 10, '대기시간': 4}","['자세한 설명', '친절', '대기시간']"
서울한의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 5, '자세한 설명': 1, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
서울진소아청소년과의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 2, '자세한 설명': 1, '청결': 1}","['친절', '자세한 설명', '청결']"
선우치과의원,-1.5,"비쌈,친절,자세한 설명",1,1.0,"{'비쌈': 8, '친절': 14, '자세한 설명': 10}","['비쌈', '친절', '자세한 설명']"
김영명이비인후과의원,-1.5,"대기시간,저렴,친절",1,1.0,"{'대기시간': 4, '저렴': 4, '친절': 8}","['대기시간', '저렴', '친절']"
김영돈여성외과의원,-1.5,"친절,자세한 설명,비쌈",1,0.6666666666666666,"{'친절': 4, '자세한 설명': 1, '비쌈': 0}","['친절', '자세한 설명']"
김앤박내과의원,-1.5,"친절,대기시간,불친절",3,0.6666666666666666,"{'친절': 12, '대기시간': 7, '불친절': 0}","['친절', '대기시간']"
김성현이비인후과의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 4, '친절': 15, '자세한 설명': 13}","['대기시간', '친절', '자세한 설명']"
김선영소아과의원,-1.5,"친절,대기시간,자세한 설명",1,1.0,"{'친절': 30, '대기시간': 10, '자세한 설명': 22}","['친절', '대기시간', '자세한 설명']"
하하치과의원,-1.5,"대기시간,비쌈,청결",1,1.0,"{'대기시간': 4, '비쌈': 4, '청결': 14}","['대기시간', '비쌈', '청결']"
하늘체한의원,-1.5,"저렴,친절,비쌈",1,1.0,"{'저렴': 1, '친절': 2, '비쌈': 1}","['저렴', '친절', '비쌈']"
하나정신건강의학과의원,-1.5,"대기시간,비쌈,청결",1,1.0,"{'대기시간': 20, '비쌈': 6, '청결': 16}","['대기시간', '비쌈', '청결']"
하나의원,-1.5,"자세한 설명,대기시간,친절",1,1.0,"{'자세한 설명': 2, '대기시간': 3, '친절': 3}","['자세한 설명', '대기시간', '친절']"
선맥씨라인한의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 3, '자세한 설명': 2, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
석계치과의원,-1.5,친절,1,1.0,{'친절': 1},['친절']
석계고운이치과의원,-1.5,"과잉진료,친절,자세한 설명",1,1.0,"{'과잉진료': 2, '친절': 4, '자세한 설명': 4}","['과잉진료', '친절', '자세한 설명']"
성문의원,-1.5,"자세한 설명,대기시간,친절",3,1.0,"{'자세한 설명': 4, '대기시간': 4, '친절': 12}","['자세한 설명', '대기시간', '친절']"
발머스한의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 2, '친절': 2, '자세한 설명': 1}","['대기시간', '친절', '자세한 설명']"
박화영소아청소년과의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 7, '자세한 설명': 7, '대기시간': 7}","['친절', '자세한 설명', '대기시간']"
박치과의원,-1.5,"친절,대기시간,과잉진료",1,1.0,"{'친절': 1, '대기시간': 1, '과잉진료': 1}","['친절', '대기시간', '과잉진료']"
인선소아과의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 8, '친절': 16, '자세한 설명': 16}","['대기시간', '친절', '자세한 설명']"
동의보감한의원,-1.5,"친절,대기시간,과잉진료",1,1.0,"{'친절': 2, '대기시간': 4, '과잉진료': 1}","['친절', '대기시간', '과잉진료']"
동그라미한의원,-1.5,자세한 설명,1,1.0,{'자세한 설명': 1},['자세한 설명']
돈암성모내과의원,-1.5,"친절,과잉진료,청결",1,1.0,"{'친절': 24, '과잉진료': 2, '청결': 12}","['친절', '과잉진료', '청결']"
도손한의원,-1.5,"친절,대기시간,청결",1,1.0,"{'친절': 2, '대기시간': 1, '청결': 1}","['친절', '대기시간', '청결']"
도봉적성의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 2, '친절': 1, '자세한 설명': 4}","['대기시간', '친절', '자세한 설명']"
도경한의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 8, '자세한 설명': 4, '청결': 4}","['친절', '자세한 설명', '청결']"
성모의원,-1.5,"친절,대기시간,자세한 설명",1,1.0,"{'친절': 7, '대기시간': 4, '자세한 설명': 6}","['친절', '대기시간', '자세한 설명']"
성모연합의원,-1.5,친절,1,1.0,{'친절': 1},['친절']
성동한의원,-1.5,"대기시간,친절,자세한 설명",1,1.0,"{'대기시간': 2, '친절': 6, '자세한 설명': 4}","['대기시간', '친절', '자세한 설명']"
선한마음치과의원,-1.5,"과잉진료,친절,자세한 설명",3,1.0,"{'과잉진료': 2, '친절': 8, '자세한 설명': 3}","['과잉진료', '친절', '자세한 설명']"
선치과의원,-1.5,"자세한 설명,대기시간,과잉진료",1,1.0,"{'자세한 설명': 26, '대기시간': 8, '과잉진료': 8}","['자세한 설명', '대기시간', '과잉진료']"
예감치과의원,-1.5,"친절,청결,자세한 설명",1,1.0,"{'친절': 2, '청결': 2, '자세한 설명': 3}","['친절', '청결', '자세한 설명']"
영치과의원,-1.5,"대기시간,자세한 설명,과잉진료",1,1.0,"{'대기시간': 3, '자세한 설명': 4, '과잉진료': 1}","['대기시간', '자세한 설명', '과잉진료']"
한상호내과의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 4, '자세한 설명': 5, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
한마음의원,-1.5,"친절,대기시간,비쌈",1,0.6666666666666666,"{'친절': 1, '대기시간': 1, '비쌈': 0}","['친절', '대기시간']"
임충모한의원,-1.5,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 12, '친절': 14, '청결': 10}","['자세한 설명', '친절', '청결']"
박앤김내과의원,-1.5,"대기시간,자세한 설명,청결",1,1.0,"{'대기시간': 4, '자세한 설명': 22, '청결': 20}","['대기시간', '자세한 설명', '청결']"
박순옥산부인과의원,-1.5,"친절,청결,자세한 설명",1,1.0,"{'친절': 4, '청결': 2, '자세한 설명': 3}","['친절', '청결', '자세한 설명']"
박소아청소년과의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 5, '자세한 설명': 3, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
박상현소아청소년과의원,-1.5,"대기시간,자세한 설명,청결",1,1.0,"{'대기시간': 16, '자세한 설명': 26, '청결': 22}","['대기시간', '자세한 설명', '청결']"
박상근신경외과의원,-1.5,"대기시간,과잉진료,자세한 설명",1,1.0,"{'대기시간': 4, '과잉진료': 1, '자세한 설명': 2}","['대기시간', '과잉진료', '자세한 설명']"
바른임플치과의원,-1.5,청결,1,1.0,{'청결': 1},['청결']
중앙내과의원,-1.5,"자세한 설명,친절,불친절",1,1.0,"{'자세한 설명': 12, '친절': 14, '불친절': 2}","['자세한 설명', '친절', '불친절']"
중앙기독의원,-1.5,"자세한 설명,친절,대기시간",1,1.0,"{'자세한 설명': 6, '친절': 13, '대기시간': 2}","['자세한 설명', '친절', '대기시간']"
로담한의원,-1.5,"비쌈,친절,저렴",1,0.6666666666666666,"{'비쌈': 2, '친절': 4, '저렴': 0}","['비쌈', '친절']"
라피아의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 2, '자세한 설명': 3, '대기시간': 2}","['친절', '자세한 설명', '대기시간']"
두기한의원,-1.5,"대기시간,청결,친절",1,1.0,"{'대기시간': 2, '청결': 10, '친절': 18}","['대기시간', '청결', '친절']"
동일한의원,-1.5,"친절,자세한 설명,청결",1,1.0,"{'친절': 10, '자세한 설명': 6, '청결': 4}","['친절', '자세한 설명', '청결']"
중계튼튼의원,-1.5,"친절,추천,자세한 설명",5,1.0,"{'친절': 15, '추천': 2, '자세한 설명': 3}","['친절', '추천', '자세한 설명']"
김경수내과의원,-1.5,"자세한 설명,친절,대기시간",5,1.0,"{'자세한 설명': 2, '친절': 5, '대기시간': 5}","['자세한 설명', '친절', '대기시간']"
길음경희용한의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 10, '자세한 설명': 8, '대기시간': 2}","['친절', '자세한 설명', '대기시간']"
성지치과의원,-1.5,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 10, '자세한 설명': 8, '대기시간': 2}","['친절', '자세한 설명', '대기시간']"
성북아이한의원,-1.5,"자세한 설명,과잉진료,친절",1,1.0,"{'자세한 설명': 22, '과잉진료': 4, '친절': 28}","['자세한 설명', '과잉진료', '친절']"
